license_number,facility_name,legal_entity,address_line1,address_line2,additional_locations,city,state,zip,county,county_code,phone,setting_code,offers_detox,is_licensed,is_certified,license_expiration,license_expired,treatment_capacity,total_capacity,target_population_code,target_population,incidental_medical_services,adolescent_waiver,latitude,longitude
340129AP,A BETTER YOU SERVICES,A BETTER YOU SERVICES,1451 RIVER PARK DRIVE,SUITE 125,,"SACRAMENTO,",CA,95815,Sacramento County,34,(916) 454-3333,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,38.59835,-121.439322
340130BP,AUBURN REHAB LLC,AUBURN REHAB LLC,4441 AUBURN BLVD.,SUITE P,,SACRAMENTO,CA,95841,Sacramento County,34,,NON,false,false,true,2026-08-31,false,0,0,1.1,CO-ED,false,false,38.647378,-121.360994
340132AN,AMERICA'S HOMELESS VETERANS,AMERICA'S HOMELESS VETERANS,10401 GEORGETOWN DRIVE,,,RANCHO CORDOVA,CA,95670,Sacramento County,34,(916) 822-4240,RES,true,true,true,2027-11-30,false,6,6,1.1,CO-ED,false,false,38.604082,-121.30091
340133AN,MARENGO GROVE,G.L.O.M. SUBSTANCE ABUSE PROGRAM INC.,13389 MARENGO RD,,,GALT,CA,95632,Sacramento County,34,(925) 999-4119,RES,true,true,true,2027-10-31,false,24,24,1.1,CO-ED,true,false,38.2701,-121.282558
340133BN,BOESSOW GARDENS,G.L.O.M. SUBSTANCE ABUSE PROGRAM INC.,110898 BOESSOW RD,,,GALT,CA,95632,Sacramento County,34,(925) 999-4119,RES,true,true,true,2027-10-31,false,24,24,1.1,CO-ED,true,false,38.255311,-121.251399
340134AN,TRIAD FOR CHANGE,CENTER FOR HIGHER PURPOSE,730 HOWE AVENUE,SUITE 600,,SACRAMENTO,CA,95825,Sacramento County,34,(916) 205-6029,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,38.578901,-121.415294
340135AP,SACRAMENTO REHAB LLC,SACRAMENTO REHAB LLC,7248 SOUTH LAND PARK DRIVE,SUITE 100,,SACRAMENTO,CA,95831,Sacramento County,34,,NON,false,false,true,2026-08-31,false,0,0,1.1,CO-ED,false,false,38.495094,-121.512143
340136AN,RYSE ABOVE / STANFORD SIERRA YOUTH & FAMILIES,STANFORD YOUTH SOLUTIONS,8912 VOLUNTEER LANE,,,SACRAMENTO,CA,95826,Sacramento County,34,(916) 199-0199,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,38.554547,-121.375073
340138AP,ZEN RECOVERY HOME,"ZEN HEALTH SOLUTIONS, INC.",7624 FARMGATE WAY,,,CITRUS HEIGHTS,CA,95610,Sacramento County,34,(415) 340-9004,RES,true,true,true,2027-02-28,false,6,6,1.1,CO-ED,true,false,38.67188,-121.283506
340140AN,ANTELOPE,PARADISE OAKS YOUTH SERVICES,7730 ANTELOPE RD,,,CITRUS HEIGHTS,CA,95610,Sacramento County,34,(916) 725-2208,DSS,false,false,true,2027-08-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,38.705584,-121.279918
340141AP,HORIZONS BEHAVIORAL HEALTH,HORIZONS BEHAVIORAL HEALTH LLC,7245 E. SOUTHGATE DRIVE,,,SACRAMENTO,CA,95823,Sacramento County,34,(916) 879-8921,NON,false,false,true,2027-08-31,false,0,0,1.1,CO-ED,false,false,38.494974,-121.436936
340142AN,BETTER DECISIONS COUNSELING,BETTER DECISIONS COUNSELING,10366 ROCKINGHAM DRIVE,,,SACRAMENTO,CA,95827,Sacramento County,34,(916) 368-0700,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,38.573983,-121.306233
340143AN,TRANSITIONS BUPRENORPHINE CLINIC OF SACRAMENTO,TRANSITIONS BUPRENORPHINE CLINIC OF SACRAMENTO,3647 40TH STREET,,,SACRAMENTO,CA,95817,Sacramento County,34,(916) 452-1068,NON,false,false,true,2028-02-29,false,0,0,1.1,CO-ED,false,false,38.541454,-121.460654
340144AP,FULL THROTTLE REHAB LLC,FULL THROTTLE REHAB LLC,5441 FAIR OAKS BLVD,B1,,CARMICHAEL,CA,95608,Sacramento County,34,(323) 443-0848,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,38.603646,-121.337532
340145AP,RENEW RECOVERY CENTER,RENEW RECOVERY CENTER LLC,2991 JOSEPH AVENUE,,,SACRAMENTO,CA,95864,Sacramento County,34,(916) 269-6000,RES,true,true,false,2028-03-31,false,6,6,1.1,CO-ED,true,false,38.582411,-121.39439
340146AP,SACRAMENTO OUTPATIENT RECOVERY SERVICES,SACRAMENTO OUTPATIENT RECOVERY SERVICES LLC,4600 47TH AVENUE,SUITE 106,,SACRAMENTO,CA,95824,Sacramento County,34,(916) 415-3411,NON,true,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,38.510383,-121.451742
340147AP,BRIGHTER DAY DETOX,"BRIGHTER DAYS AHEAD, LLC",10224 KILO WAY,,,ELK GROVE,CA,95757,Sacramento County,34,(661) 717-8896,RES,true,true,false,2028-06-30,false,6,6,1.1,CO-ED,true,false,38.385973,-121.393336
340148AN,THRIVE HEALTHCARE SOLUTIONS,THRIVE HEALTHCARE SOLUTIONS,2801 K ST,SUITE 440,,SACRAMENTO,CA,95816,Sacramento County,34,(916) 580-2807,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,38.5727,-121.469486
350001AN,SAN BENITO COUNTY BEHAVIORAL HEALTH,SAN BENITO COUNTY BEHAVIORAL HEALTH,1131 COMMUNITY PARKWAY,,,HOLLISTER,CA,95203,San Benito County,35,(831) 636-4020,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,36.870846,-121.397342
350002AP,"BRIGHT FUTURE RECOVERY, INC.","BRIGHT FUTURE RECOVERY, INC.",1000 FAIRVIEW ROAD,,,HOLLISTER,CA,95023,San Benito County,35,(831) 638-9925,RES,true,true,true,2027-06-30,false,12,12,1.1,CO-ED,true,false,36.830367,-121.363623
350002CP,"BRIGHT FUTURE RECOVERY, INC.","BRIGHT FUTURE RECOVERY, INC.",330 TRES PINOS ROAD,SUITE F3,,HOLLISTER,CA,95023,San Benito County,35,(831) 498-2028,NON,false,false,true,2028-02-29,false,0,0,1.1,CO-ED,false,false,36.83951,-121.395559
350003AP,THE LAKES ARLINGTON,"THE LAKES TREATMENT CENTER, INC.",2720 ARLINGTON ROAD,,,HOLLISTER,CA,95023,San Benito County,35,(209) 325-8535,RES,true,true,false,2027-11-30,false,6,7,1.1,CO-ED,true,false,36.854845,-121.366534
350004BN,SUN STREET CENTERS WOMEN RESIDENTIAL PROGRAM,SUN STREET CENTERS,335 6TH STREET,,343 6TH STREET,HOLLISTER,CA,95023,San Benito County,35,(831) 265-7317,RES,true,true,true,2028-05-31,false,14,18,1.4,WOMEN/CHILDREN,false,false,36.850102,-121.402948
360001AAN,RECOVERY CENTER,INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,934 NORTH MOUNTAIN AVENUE,"SUITES A, B, C & D",,UPLAND,CA,91786,San Bernardino County,36,(909) 949-4667,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,34.105643,-117.670097
360001ABN,INLAND VALLEY RECOVERY SERVICES - SAN BERNARDINO RECOVERY CENTER,INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,939 N. D STREET,,,SAN BERNARDINO,CA,92410,San Bernardino County,36,(909) 889-6519,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,34.116536,-117.291889
360001ACN,CENTRAL VALLEY RECOVERY CENTER,INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,1076 S. SANTO ANTONIO DR.,"SUITE B, C, D",,COLTON,CA,92324,San Bernardino County,36,(909) 433-9824,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,34.050793,-117.31113
360001ADN,CENTER FOR CHANGE,INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,1874 BUSINESS CENTER S.,,,SAN BERNARDINO,CA,92408,San Bernardino County,36,(909) 386-0523,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,34.068504,-117.281378
360001ZN,WOMEN'S AND MEN'S RESIDENTIAL SERVICES,INLAND VALLEY DRUG AND ALCOHOL RECOVERY SERVICES,1260 E. ARROW HIGHWAY,BUILDING B & C,,UPLAND,CA,91786,San Bernardino County,36,(909) 981-2171,RES,true,true,true,2028-02-28,false,130,150,1.9,CO-ED/CHILDREN,true,false,34.099632,-117.633721
360002CN,CEDAR HOUSE LIFE CHANGE CENTER,"SOCIAL SCIENCE SERVICES, INC.",18612 SANTA ANA AVENUE,,,BLOOMINGTON,CA,92316,San Bernardino County,36,(909) 421-7120,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,34.055963,-117.398208
360002DN,CEDAR HOUSE LIFE CHANGE CENTER,"SOCIAL SCIENCE SERVICES, INC.",18612 SANTA ANA AVENUE,,,BLOOMINGTON,CA,92316,San Bernardino County,36,(909) 421-7120,RES,true,true,true,2028-01-31,false,125,125,1.1,CO-ED,true,false,34.055963,-117.398208
360002FN,CEDAR HOUSE LIFE CHANGE CENTER,"SOCIAL SCIENCE SERVICES, INC.",10888 MAPLE AVENUE,,,BLOOMINGTON,CA,92316,San Bernardino County,36,(909) 421-7120,RES,false,true,true,2027-10-31,false,11,26,1.4,WOMEN/CHILDREN,true,false,34.056211,-117.405149
360004BN,GIBSON HOUSE FOR MEN,"VARP, INC.",1064 NORTH D STREET,,"1068 ,1078, 1094, 1098, 1098 1/2, 1100 NORTH D STREET, AND 1071 & 1087 N STODDARD STREET & 349 11TH STREET",SAN BERNARDINO,CA,92410,San Bernardino County,36,(909) 884-0840,RES,true,true,true,2028-08-31,false,94,94,1.2,MEN ONLY,true,false,34.118688,-117.291939
360004FN,GIBSON HOUSE RECOVERY CENTER FOR WOMEN,"VARP, INC.",1069 NORTH D STREET,,"1103, 1107, 1135, 1139 NORTH D STREET, AND 349, 382, 384 11TH STREET",SAN BERNARDINO,CA,92410,San Bernardino County,36,(909) 888-6956,RES,true,true,true,2028-08-31,false,53,60,1.3,WOMEN ONLY,true,false,34.118982,-117.291885
360004TN,"VARP, INC. OUTPATIENT PROGRAM","VARP, INC.",1369 E HIGHLAND AVENUE,,,SAN BERNADINO,CA,92404,San Bernardino County,36,(909) 571-6035,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,34.135827,-117.256882
360015AN,"INLAND BEHAVIORAL AND HEALTH SERVICES, INC.","INLAND BEHAVIORAL AND HEALTH SERVICES, INC.",1963 NORTH E STREET,,,SAN BERNARDINO,CA,92405,San Bernardino County,36,(909) 881-6146,NON,false,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,34.133199,-117.293792
360017AP,"RECOVERY REVELATIONS, INC.","RECOVERY REVELATIONS, INC.",9980 RIGGINS ROAD,,,PHELAN,CA,92371,San Bernardino County,36,(626) 696-7107,RES,true,true,false,2027-07-31,false,6,7,1.1,CO-ED,false,false,34.431287,-117.568249
360018AP,"GRACE HOPE TREATMENT & RECOVERY CENTERS, INC.","GRACE HOPE TREATMENT & RECOVERY CENTERS, INC.",7446 LIME AVENUE,,,FONTANA,CA,92336,San Bernardino County,36,(510) 333-0060,RES,true,true,true,2027-10-31,false,6,6,1.1,CO-ED,true,false,34.118964,-117.464581
360019BP,DESERT BLOOM RECOVERY LLC,DESERT BLOOM RECOVERY LLC,14286 CALIFORNIA AVENUE,SUITE 101 & 102,,VICTORVILLE,CA,92392,San Bernardino County,36,(888) 503-1503,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.510337,-117.328638
360030AN,"HIGH DESERT CHILD ADOLESCENT AND FAMILY SERVICES CENTER, INCORPORATED","HIGH DESERT CHILD ADOLESCENT AND FAMILY SERVICES CENTER, INCORPORATED",16248 VICTOR STREET,,,VICTORVILLE,CA,92395,San Bernardino County,36,(760) 243-7151,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,34.52357,-117.307965
360030BN,"HIGH DESERT CHILD ADOLESCENT AND FAMILY SERVICES CENTER, INCORPORATED","HIGH DESERT CHILD ADOLESCENT AND FAMILY SERVICES CENTER, INCORPORATED",225 BARSTOW ROAD,,,BARSTOW,CA,92311,San Bernardino County,36,(760) 255-1083,NON,false,false,true,2027-08-31,false,0,0,1.1,CO-ED,false,false,34.896821,-117.022937
360030CN,"HIGH DESERT CHILD ADOLESCENT AND FAMILY SERVICES CENTER, INC.","HIGH DESERT CHILD ADOLESCENT AND FAMILY SERVICES CENTER, INCORPORATED",58945 BUSINESS CENTER DR.,"SUITES J, P, N",,YUCCA VALLEY,CA,92284,San Bernardino County,36,(760) 610-6466,NON,false,false,true,2026-10-31,false,0,0,1.10,CO-ED/YOUTH,false,false,34.121845,-116.37763
360050MN,RIALTO BEHAVIORAL ADDICTION TREATMENT SERVICES,SAN BERNARDINO DEPARTMENT OF BEHAVIORAL HEALTH,850 EAST FOOTHILL BLVD,,,RIALTO,CA,92376,San Bernardino County,36,(909) 421-9465,NON,true,false,true,2026-07-31,true,0,0,1.1,CO-ED,false,false,34.106803,-117.354209
360050NN,SUPERVISED TREATMENT AFTER RELEASE (STAR),SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,1330 E COOLEY DR,,,COLTON,CA,92324,San Bernardino County,36,(909) 580-3705,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.054507,-117.305726
360050ON,SAN BERNARDINO CHOICE,SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,104 WEST 4TH ST,,,SAN BERNARDINO,CA,92415,San Bernardino County,36,(909) 382-7881,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.107304,-117.28629
360050PN,BARSTOW COUNSELING AND BEHAVIORAL HEALTH CENTER,SAN BERNARDINO DEPARTMENT OF BEHAVIORAL HEALTH,1841 EAST MAIN ST,,,BARSTOW,CA,92311,San Bernardino County,36,(760) 255-5700,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.889391,-116.996722
360050QN,PHOENIX COMMUNITY COUNSELING CENTER,SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,820 E GILBERT ST,,,SAN BERNARDINO,CA,92415,San Bernardino County,36,(909) 386-8510,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.126835,-117.2698
360050RN,VICTORVILLE CHOICE,SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,15480 RAMONA AVE,,,VICTORVILLE,CA,92392,San Bernardino County,36,(760) 243-8269,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.508744,-117.326166
360050SN,FONTANA CHOICE,SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,17830 ARROW BLVD,,,FONTANA,CA,92335,San Bernardino County,36,(909) 356-6439,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.099485,-117.415601
360050TN,SUDRS - APPLE VALLEY RECOVERY CENTER,SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,18818 HWY 18,,,APPLE VALLEY,CA,92307,San Bernardino County,36,(760) 995-8800,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.537924,-117.253318
360050UN,MARIPOSA COMMUNITY COUNSELING,SAN BERNARDINO COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,2940 INLAND EMPIRE BLVD,,,ONTARIO,CA,91764,San Bernardino County,36,(909) 458-1376,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.070141,-117.588462
360058AN,SAN MANUEL INDIAN HEALTH CLINIC,"RIVERSIDE-SAN BERNARDINO COUNTY INDIAN HEALTH, INC.",11980 MOUNT VERNON AVENUE,,,GRAND TERRACE,CA,92313,San Bernardino County,36,(909) 864-1097 X4709,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,34.036405,-117.31366
360066AP,COLTON CLINICAL SERVICES,"WCHS, INC.",2275 EAST COOLEY DRIVE,,,COLTON,CA,92324,San Bernardino County,36,(909) 370-1777,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.059334,-117.288735
360071BN,TIME FOR CHANGE FOUNDATION,TIME FOR CHANGE FOUNDATION,2164 N. MOUNTAINVIEW AVENUE,,,SAN BERNARDINO,CA,92405,San Bernardino County,36,(909) 886-2994,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,34.135343,-117.287411
360075BP,HIS HOUSE,G AND C SWAN INC.,215 WEST 9TH STREET,"UNIT I, J, K","239 WEST 9TH STREET, UNIT A, B AND 227 N PALM AVENUE",UPLAND,CA,91786,San Bernardino County,36,(909) 981-6121,RES,true,true,true,2028-04-30,false,30,31,1.2,MEN ONLY,true,false,34.096119,-117.654008
360075DP,NEW CREATION ADDICTION TREATMENT CENTER,G AND C SWAN INC.,3286 E. GUASTI ROAD,SUITE 100 AND 110,,ONTARIO,CA,91761,San Bernardino County,36,(909) 476-2023,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,34.064511,-117.579412
360075EP,NEW CREATION ADDICTION TREATMENT CENTER,G AND C SWAN INC.,11646 ENCANTO LN,,23950 PRADO LN,COLTON,CA,92324,San Bernardino County,36,(909) 514-1958,RES,true,true,true,2027-01-31,false,16,16,1.1,CO-ED,true,false,34.041286,-117.280169
360091DP,SERENITY LODGE,SERENITY LODGE,974 MEADOW BROOK ROAD,,"977, 985, 986, 995, 1010 MEADOW BROOK ROAD, 1032 CEDAR LANE, 1000 PINE CT, 27438 NANCY DRIVE AND 341 & 345 CA-173",LAKE ARROWHEAD,CA,92352,San Bernardino County,36,(866) 379-4365,RES,true,true,true,2026-12-31,false,66,71,1.1,CO-ED,true,false,34.235624,-117.205281
360091EP,ZINNIA HEALTH SERENITY LODGE,SERENITY LODGE,27175 HIGHWAY 189,UNIT A,,BLUE JAY,CA,92317,San Bernardino County,36,(909) 316-2160,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.246079,-117.210412
360096AN,NEW CREATION,NEW CREATION BEHAVIORAL HEALTHCARE FOUNDATION,2511 S. MCCARTY DRIVE,,,COLTON,CA,92324,San Bernardino County,36,(909) 519-0767,RES,true,true,true,2028-06-30,false,10,10,1.1,CO-ED,true,false,34.026408,-117.27528
360099EP,BENCHMARK TRANSITIONS AT MONTCLAIR,"BENCHMARK YOUNG ADULT SCHOOL, INC.",4515 ORCHARD STREET,,"4523, 4533 ORCHARD STREET",MONTCLAIR,CA,91763,San Bernardino County,36,(818) 209-5011,RES,true,true,true,2028-07-31,false,77,77,1.1,CO-ED,true,false,34.070443,-117.706415
360099FP,BENCHMARK TRANSITIONS AT WILDWOOD CANYON,"BENCHMARK YOUNG ADULT SCHOOL, INC.",36442 WILDWOOD CANYON ROAD,,,YUCAIPA,CA,92399,San Bernardino County,36,(818) 209-5011,RES,true,true,false,2026-07-31,true,6,6,1.1,CO-ED,true,false,34.020417,-117.007247
360099GP,BENCHMARK TRANSITIONS,"BENCHMARK YOUNG ADULT SCHOOL, INC.",1906 ORANGE TREE LANE,SUITE 220,,REDLANDS,CA,92374,San Bernardino County,36,(818) 209-5011,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.067849,-117.218225
360099HP,BENCHMARK TRANSITIONS,"BENCHMARK YOUNG ADULT SCHOOL, INC.",1910 ORANGE TREE LANE,SUITE 300,,REDLANDS,CA,92374,San Bernardino County,36,(818) 209-5011,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.067853,-117.218818
360105AP,NEW ORIGINS,"NEW ORIGINS, LLC",101 E. REDLANDS BOULEVARD,SUITE 200,,REDLANDS,CA,92373,San Bernardino County,36,(855) 984-1788,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,34.057376,-117.180709
360108BP,"ASPIRE COUNCELING SERVICES - VICTORVILLE, LLC","ASPIRE COUNSELING SERVICES - VICTORVILLE, LLC",12571 HESPERIA ROAD,,,VICTORVILLE,CA,92395,San Bernardino County,36,(760) 780-1237,NON,false,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,34.479507,-117.290854
360156AP,"DESTINY RECOVERY CENTER, LLC","DESTINY RECOVERY CENTER, LLC",1539 CAROLYN CT,,,REDLANDS,CA,92374,San Bernardino County,36,(818) 914-5165,RES,true,true,false,2028-02-28,false,6,6,1.1,CO-ED,true,false,34.074916,-117.168207
360157AP,LIBERTY HOUSE RECOVERY,LIBERTY HOUSE RECOVERY LLC,710 THE TERRACE,,,REDLANDS,CA,92734,San Bernardino County,36,(909) 754-1712,RES,true,true,false,2028-06-30,false,8,8,1.1,CO-ED,true,false,34.062576,-117.174255
360158AP,RANCHO RECOVERY,RANCHO RECOVERY LLC,13684 JEREMY CT,,,RANCHO CUCAMONGA,CA,91739,San Bernardino County,36,(909) 519-0767,RES,true,true,true,2027-05-31,false,10,10,1.1,CO-ED,true,false,34.133772,-117.506228
360162AP,"THE TEAM 4 YOU, INC.","THE TEAM 4 YOU, INC.",715 N. ARROWHEAD AVENUE,SUITE 101,,SAN BERNARDINO,CA,92409,San Bernardino County,36,(858) 847-7715,NON,false,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,34.112257,-117.289631
360163AP,FOOTHILL AIDS PROJECT,FOOTHILL AIDS PROJECT,344 W. 2ND ST,,,SAN BERNARDINO,CA,92401,San Bernardino County,36,(909) 884-2722,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,34.102745,-117.290571
360164AP,READY TO EVOLVE RECOVERY CENTER,READY TO EVOLVE RECOVERY CENTER LLC,9320 BASELINE ROAD,SUITE A,,RANCHO CUCAMONGA,CA,91701,San Bernardino County,36,(909) 247-3772,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,34.121561,-117.601833
360165AP,THE HOPE CENTER,THE HOPE CENTER VICTORVILLE LLC,12233 BALI STREET,,,VICTORVILLE,CA,92392,San Bernardino County,36,(760) 885-7114,RES,true,true,false,2026-11-30,false,6,6,1.1,CO-ED,true,false,34.465968,-117.396493
360166AP,PHOENIX HOUSE VICTORVILLE,"PHOENIX HOUSE ORANGE COUNTY, INC.",13333 PALMDALE ROAD,,,VICTORVILLE,CA,92392,San Bernardino County,36,(818) 686-3000,RES,false,true,false,2028-07-31,false,66,66,1.1,CO-ED,false,false,34.506633,-117.371272
360167AP,ADDICTION THERAPEUTIC SERVICES,"J. HERNDONS, LLC",303 E. MAIN STREET,,,BARSTOW,CA,92311,San Bernardino County,36,(760) 778-6122,NON,true,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,34.898842,-117.024374
360168AP,AMERICAN RECOVERY CENTER OF HOPE,ARCH-VICTORVILLE LLC,15000 SEVENTH STREET,SUITE 200,,VICTORVILLE,CA,92392,San Bernardino County,36,(626) 733-2685,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.523516,-117.305899
360169AP,REHABILITATION CENTER OF CALIFORNIA,RCOFC LLC,20419 SUNDANCE ROAD,,,APPLE VALLEY,CA,92308,San Bernardino County,36,(818) 314-5554,RES,true,true,true,2026-11-30,false,6,6,1.1,CO-ED,true,false,34.48137,-117.218158
360170AP,ANZA WELLNESS AND RECOVERY,ANZA WELLNESS AND RECOVERY,350 E COMMERCIAL ROAD,SUITE 112,,SAN BERNARDINO,CA,92408,San Bernardino County,36,(480) 999-8295,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.055871,-117.277467
360171AP,HEART 2 HEART BEHAVIORAL HEALTH,HEART 2 HEART UNLTD LLC,24230 BARTON ROAD,SUITE A,,LOMA LINDA,CA,92354,San Bernardino County,36,(747) 786-4209,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.05206,-117.27525
360174AP,RADIANT PATH THERAPY,RADIANT PATH THERAPY LLC,12139 MOUNT VERNON AVENUE,SUITE 210,,GRAND TERRACE,CA,92313,San Bernardino County,36,(951) 275-7074,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.033182,-117.313593
360175AP,HEALTHY LIFESTYLE IOP,HEALTHY LIFESTYLE IOP,2282 N SIERRA WAY,,,SAN BERNARDINO,CA,92405,San Bernardino County,36,(323) 919-9999,NON,true,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,34.13686,-117.285166
370002AN,CROSSROADS FOUNDATION,THE CROSSROADS FOUNDATION,3594 FOURTH AVENUE,,,SAN DIEGO,CA,92103,San Diego County,37,(619) 296-1151,RES,true,true,true,2027-06-30,false,20,22,1.3,WOMEN ONLY,true,false,32.743164,-117.161578
370003AN,HEARTLAND HOUSE,THE TWELFTH STEP HOUSE OF SAN DIEGO,5855 STREAMVIEW DRIVE,,"5860 STREAMVIEW DRIVE, APT 2, 3 & 4",SAN DIEGO,CA,92105,San Diego County,37,(619) 287-5460,RES,false,true,true,2027-09-30,false,32,32,1.2,MEN ONLY,false,false,32.744216,-117.069959
370004AN,SAN DIEGO FREEDOM RANCH,"SAN DIEGO FREEDOM RANCH, INC.",1777 BUCKMAN SPRINGS ROAD,,,CAMPO,CA,91906,San Diego County,37,(619) 478-5696,RES,true,true,true,2027-10-31,false,54,60,1.2,MEN ONLY,true,false,32.649842,-116.48735
370005GN,SERENITY CENTER,HEALTHRIGHT 360,1341 NORTH ESCONDIDO BOULEVARD,,,ESCONDIDO,CA,92026,San Diego County,37,(760) 747-1015,RES,true,true,true,2028-05-31,false,120,140,1.4,WOMEN/CHILDREN,true,false,33.140442,-117.09242
370006AN,PATHFINDERS,PATHFINDERS OF SAN DIEGO,1530 DALE STREET,,,SAN DIEGO,CA,92102,San Diego County,37,(619) 239-7370,RES,false,true,true,2028-07-31,false,16,16,1.2,MEN ONLY,false,false,32.721908,-117.131154
370006BN,PATHFINDERS OF SAN DIEGO,PATHFINDERS OF SAN DIEGO,2952 CEDAR STREET,,,SAN DIEGO,CA,92102,San Diego County,37,(619) 239-7370,RES,true,true,true,2028-07-31,false,13,13,1.2,MEN ONLY,false,false,32.722386,-117.130698
370007FN,RENAISSANCE OUTPATIENT SERVICES,"VOLUNTEERS OF AMERICA, SOUTHWEST CALIFORNIA, INCORPORATION","3530 CAMINO DEL RIO, NORTH",SUITE 300,,SAN DIEGO,CA,92108,San Diego County,37,(619) 282-8211,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,32.778695,-117.118193
370008DN,STEPPING STONE OF SAN DIEGO,THE STEPPING STONE OF SAN DIEGO,3767 CENTRAL AVENUE,,,SAN DIEGO,CA,92105,San Diego County,37,(619) 584-4010,RES,false,true,true,2028-05-31,false,31,31,1.1,CO-ED,false,false,32.747152,-117.108138
370008FN,STEPPING OUT,THE STEPPING STONE OF SAN DIEGO,3928 ILLINOIS STREET,,,SAN DIEGO,CA,92104,San Diego County,37,(619) 584-4010,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,32.749072,-117.127744
370009AN,THE FELLOWSHIP CENTER,"FELLOWSHIP CENTER ALCOHOL SERVICES PROGRAM, INC.",737 EAST GRAND AVENUE,,"745 EAST GRAND AVENUE, AND 726 AND 736 EAST 2ND AVENUE",ESCONDIDO,CA,92025,San Diego County,37,(760) 745-8478,RES,true,true,true,2028-07-31,false,87,87,1.2,MEN ONLY,false,false,33.125148,-117.072049
370011AN,THE WAY BACK,THE WAY BACK,2516 A STREET,,,SAN DIEGO,CA,92102-2199,San Diego County,37,(619) 235-0592,RES,true,true,true,2028-02-29,false,30,30,1.2,MEN ONLY,false,false,32.718984,-117.139741
